OBJECTID,CODI_AJB,CODI_INE,GRUP_TVIA,T_Via,Desc_Via,N_Carrer,N_CarrerC,N_CarrerC2,NOM_indexOnomastic,DATA_APROV,NOTES_DATA,ParaulaClau_1,ParaulaClau_2,ParaulaClau_3,PAGINA_WIKIPEDIA,BIOGRAFIA_CAT,PAGINA_WIKIPEDIA2
1292,128059,01465,CARRERS,C,Carrer,Flos i Calcat,C de Flos i Calcat,Carrer Flos i Calcat,"Flos i Calcat, Francesc",13/06/1980,,Ésser viu,Home,Educació,https://ca.wikipedia.org/wiki/Francesc_Flos_i_Calcat,"Francesc Flos i Calcat (Arenys de Mar, 1856 - Barcelona, 1929). Pedagog, cal·lígraf i escriptor. Fundador de l'Associació Protectora de l'Ensenyança Catalana, del col·legi Sant Jordi i d'altres escoles. Destacà en el Congrés Internacional de la Llengua Catalana (1906) pel mètode pedagògic d'ensenyament de la gramàtica catalana als infants.",https://ca.wikipedia.org/wiki/Francesc_Flos_i_Calcat
1293,128106,01466,CARRERS,C,Carrer,Fluvià,C de Fluvià,Carrer Fluvià,"Fluvià, Ramon de Berenguer de",,,Ésser viu,Home,Militar,,"Ramon de Berenguer de Fluvià (Catalunya, segle XIV - Savoia, segle XV). Cavaller, conseller, capità i un dels principals valedors del comte Jaume d'Urgell en la lluita contra Ferran de Trastàmara.",
1296,128401,01469,CARRERS,C,Carrer,Folc,C de Folc,Carrer Folc,"Folc de Cardona, Ramon",05/09/1907,,Ésser viu,Home,Noblesa,https://ca.wikipedia.org/wiki/Ramon_Folc_de_Cardona,"Ramon Folc de Cardona (Bellpuig, 1467 - Nàpols, 1522). Folc és el cognom que s'anteposaren els membres de la nissaga Cardona, el tronc de la qual fou Ramon Folc, comte d'Anjou i nebot de Carlemany.",https://ca.wikipedia.org/wiki/Ramon_Folc_de_Cardona
1300,129007,01475,CARRERS,Ptge,Passatge,Font,Ptge de Font,Passatge Font,"Font i Cuyàs, Paula",,Abans de 1900,Ésser viu,Dona,Propietat,,"Paula Font i Cuyàs (Barcelona, 1789 - 1870). Propietària de quatre mujades d'una finca situada en el lloc anomenat joc de la rutlla. Llegà els terrenys a Paula Font i Casas, Joaquim Plans i Font, Francesc d'Assís Font i Bellsolà i Esperança Casas i Font.",
1307,129903,01485,PLACES,Pl,Plaça,Font i Sagué,Pl de Font i Sagué,Plaça Font i Sagué,"Font i Sagué, Norbert",02/03/1915,,Ésser viu,Home,Ciència,https://ca.wikipedia.org/wiki/Norbert_Font_i_Sagué,"Norbert Font i Sagué (Barcelona, 1874 - 1910). Eclesiàstic, geòleg, espeleòleg i escriptor. Fou membre de l'Acadèmia de Ciències i de la Junta de Museus de Barcelona. Així mateix, creà el Museu Petrogràfic.",https://ca.wikipedia.org/wiki/Norbert_Font_i_Sagué
1308,130006,01487,CARRERS,C,Carrer,Fontrodona,C d'en Fontrodona,Carrer Fontrodona,"Fontrodona i Vila, Joaquim",,Abans de 1879,Ésser viu,Home,Dret,,"Joaquim Fontrodona i Vila (Sant Pol de Mar, 1813 - Barcelona, 1873). Notari dels propietaris del terreny, que havia estat del marquès de Castellbell, on s'obrí el carrer: Pau Codorniu i Busquets i Pau Valls i Mas.",
1311,130403,01490,CARRERS,C,Carrer,Fontanella,C de Fontanella,Carrer Fontanella,"Fontanella, Joan Pere",,Abans de 1865,Ésser viu,Home,Política,https://ca.wikipedia.org/wiki/Joan_Pere_Fontanella,"Joan Pere Fontanella (Olot, 1576 - Perpinyà, 1649). Jurista i polític. Conseller en cap, del 30 de novembre de 1640 al 30 de novembre de 1641. Juntament amb Pau Claris, proclamà la República Catalana i la unió amb França.",https://ca.wikipedia.org/wiki/Joan_Pere_Fontanella
1312,130505,01491,CARRERS,Ptge,Passatge,Fontanelles,Ptge de Fontanelles,Passatge Fontanelles,"Fontanelles i Calaf Pasqual i Prats, Francesc Xavier",,,Ésser viu,Home,Propietat,,"Francesc Xavier Fontanelles i Calaf Pasqual i Prats (Capellades, 1773 - Barcelona, 1852). Noble. Isabel II li concedí el títol de marquès de Casa Fontanelles l'any 1849. Propietari dels terrenys.",
1314,130709,01493,CARRERS,C,Carrer,Fontcoberta,C de Fontcoberta,Carrer Fontcoberta,"Foncuberta i de Perramon, Josep Eugeni de",18/01/1949,,Ésser viu,Home,Propietat,,"Josep Eugeni de Foncuberta i de Perramon (Vic, 1803 - Barcelona, ?). Marit de M. Dolors Perramon i Comas del Brugar, hereva del propietari del terreny des de 1844.",
1316,131009,01495,CARRERS,C,Carrer,Fontova,C de Fontova,Carrer Fontova,"Fontova i Mareca, Lleó",23/07/1929,,Ésser viu,Home,Arts Escèniques,https://ca.wikipedia.org/wiki/Lleó_Fontova_i_Mareca,"Lleó Fontova i Mareca (Barcelona, 1838 - 1890). Actor i autor teatral.",https://ca.wikipedia.org/wiki/Lleó_Fontova_i_Mareca
1318,131202,01497,CARRERS,Ptge,Passatge,Forasté,Ptge de Forasté,Passatge Forasté,"Forasté i Iglésias, Francesc d'Assís",21/06/1871,,Ésser viu,Home,Propietat,,Francesc d'Assís Forasté i Iglésias (? - 1877). Propietari d'un terreny de nou mujades i cinc mundines que comprà a Mercedes Craywinckel Fernández i Hurtado de Mendoza el 1870. Morí intestat.,
1319,131304,01498,CARRERS,Ptge,Passatge,Foret,Ptge de Foret,Passatge Foret,"Foret i Renaudin, Georges",,,Ésser viu,Home,Industrial,,Georges Foret i Renaudin. Industrial que establí en aquest lloc la seva empresa.,
1330,132624,01512,PLACES,Pl,Plaça,Francesc Layret,Pl de Francesc Layret,Plaça Francesc Layret,"Layret i Foix, Francesc",09/05/1980,,Ésser viu,Home,Política,https://ca.wikipedia.org/wiki/Francesc_Layret_i_Foix,"Francesc Layret i Foix (Barcelona, 1880 - 1920). Advocat i polític. Regidor de Barcelona del districte VII, dirigent del Partit Republicà Català (1917) i diputat per Sabadell (1919). Morí assassinat.",https://ca.wikipedia.org/wiki/Francesc_Layret_i_Foix
1332,132806,01515,CARRERS,C,Carrer,Francesc Alegre,C de Francesc Alegre,Carrer Francesc Alegre,"Alegre, Francesc",29/03/1922,,Ésser viu,Home,Política,https://ca.wikipedia.org/wiki/Francesc_Alegre,Francesc Alegre (segle XV). Humanista i escriptor. Fou cònsol de catalans a Palerm (1479); conseller de Barcelona (1480 - 1486) i ciutadà honrat (1492).,https://ca.wikipedia.org/wiki/Francesc_Alegre
1333,132908,01516,CARRERS,C,Carrer,Ramon Trias Fargas,C de Ramon Trias Fargas,Carrer Ramon Trias Fargas,"Trias Fargas, Ramon",06/10/1995,,Ésser viu,Home,Economia,https://ca.wikipedia.org/wiki/Ramon_Trias_Fargas,"Ramon Trias Fargas (Barcelona, 1922 - el Masnou, 1989). Economista i polític d'ideologia liberal. Membre numerari de l'Institut d'Estudis Catalans (1968), catedràtic d'hisenda pública de la Facultat de Ciències Econòmiques de la Universitat de Barcelona (1969). Fundà el partit Esquerra Democràtica de Catalunya (1975). Diputat a les Corts pel Pacte Democràtic de Catalunya (1977) i posteriorment per la coalició Convergència i Unió (1979). Membre de la Comissió Trilateral des de 1979; conseller d'Economia i Finances de la Generalitat (1980); regidor i cap de l'oposició a l'Ajuntament de Barcelona (1983 - 1987); senador per Barcelona (1986); president del Centre de Relacions Autonòmiques (1988), i conseller d'Economia del Govern de la Generalitat de Catalunya (1988).",https://ca.wikipedia.org/wiki/Ramon_Trias_Fargas
1334,132952,01517,GRANS VIES,Av,Avinguda,Francesc Cambó,Av de Francesc Cambó,Avinguda Francesc Cambó,"Cambó i Batlle, Francesc",25/04/1972,,Ésser viu,Home,Política,https://ca.wikipedia.org/wiki/Francesc_Cambó_i_Batlle,"Francesc Cambó i Batlle (Verges, 1876 - Buenos Aires, 1947). Polític, advocat i financer. Fundà i dirigí la Lliga Regionalista. Fou regidor de Barcelona (1901) i diputat a les Corts (1933). Propulsor de la cultura catalana.",https://ca.wikipedia.org/wiki/Francesc_Cambó_i_Batlle
1335,133004,01518,CARRERS,C,Carrer,Francisco Giner,C de Francisco Giner,Carrer Francisco Giner,"Giner de los Ríos, Francisco",08/11/1917,,Ésser viu,Home,Filosofia,https://ca.wikipedia.org/wiki/Francisco_Giner_de_los_Ríos,"Francisco Giner de los Ríos (Ronda, 1839 - Madrid, 1915). Filòsof, pedagog i escriptor.",https://ca.wikipedia.org/wiki/Francisco_Giner_de_los_Ríos
1336,133106,01519,CARRERS,C,Carrer,Francisco Manzano,C de Francisco Manzano,Carrer Francisco Manzano,"Manzano, Francisco Javier",10/12/1929,,Ésser viu,Home,Política,,Francisco Javier Manzano. Administrador general de Correus a Barcelona durant 1808 - 1809. No volgué jurar fidelitat al rei Josep Napoleó. Fou empresonat a Montjuïc.,
1337,133208,01520,CARRERS,C,Carrer,Francesc Tarafa,C de Francesc Tarafa,Carrer Francesc Tarafa,"Tarafa i Savall, Francesc",16/05/1939,,Ésser viu,Home,Història,,"Francesc Tarafa i Savall (Llerona, 1495 - Roma, 1556). Canonge, arxiver, cronista i historiador de la ciutat.",
1338,133300,01521,CARRERS,C,Carrer,Francesc Tàrrega,C de Francesc Tàrrega,Carrer Francesc Tàrrega,"Tàrrega i Eixea, Francesc",08/09/1917,,Ésser viu,Home,Música,https://ca.wikipedia.org/wiki/Francesc_Tàrrega_i_Eixea,"Francesc Tàrrega i Eixea (Vila-real, 1852 - Barcelona, 1909). Guitarrista i compositor.",https://ca.wikipedia.org/wiki/Francesc_Tàrrega_i_Eixea
1343,133900,01527,PLACES,Pl,Plaça,Fra Eloi de Bianya,Pl de Fra Eloi de Bianya,Plaça Fra Eloi de Bianya,"Ayats i Plantalech, Joan",04/10/1950,,Ésser viu,Home,Religió,,"Joan Ayats i Plantalech (la Vall de Bianya, 1875 - Barcelona, 1936). Frare llec de la comunitat caputxina de Sarrià, on feia de porter. Fou detingut per elements incontrolats el 28 de juliol de 1936, fou torturat i morí d'un xoc traumàtic a l'Hospital Clínic. El procés per beatificar-lo ja s'ha iniciat.",
1344,134007,01528,CARRERS,C,Carrer,Fra Juníper Serra,C de Fra Juníper Serra,Carrer Fra Juníper Serra,"Serra i Ferrer, Josep Miquel",,,Ésser viu,Home,Religió,,"Josep Miquel Serra i Ferrer (Petra, 1713 - Monterrey, 1784). Fundador de les missions franciscanes de l'Alta Califòrnia. Fundà les ciutats de San Diego i San Francisco, entre d'altres. En professar, adoptà el nom de Juníper i, popularment, Ginebró.",
1345,134109,01529,PLACES,Pl,Plaça,Fra Juníper Serra,Pl de Fra Juníper Serra,Plaça Fra Juníper Serra,"Serra i Ferrer, Josep Miquel",25/05/1966,,Ésser viu,Home,Religió,,Per la mateixa dedicació que el carrer de Fran Juníper Serra.,
1346,134200,01530,CARRERS,C,Carrer,Fra Luis de Granada,C de Fra Luis de Granada,Carrer Fra Luis de Granada,"Sarria, Luis de",07/03/1939,,Ésser viu,Home,Religió,,"Luis de Sarria (Granada, 1504 - Lisboa, 1588). Escriptor i predicador.",
1347,134357,01531,CARRERS,Ptge,Passatge,Rosa Leveroni,Ptge de Rosa Leveroni,Passatge Rosa Leveroni,"Leveroni i Valls, Rosa",27/07/1994,,Ésser viu,Dona,Poesia,https://ca.wikipedia.org/wiki/Rosa_Leveroni_i_Valls,"Rosa Leveroni i Valls (Barcelona, 1910 - Cadaqués, 1985). Poetessa. Llicenciada en filosofia i lletres, i bibliotecària. Cofundadora i redactora de la revista Ariel.",https://ca.wikipedia.org/wiki/Rosa_Leveroni_i_Valls
1348,134404,01532,CARRERS,C,Carrer,Freixa,C de Freixa,Carrer Freixa,"Freixa i Vilardaga, Joan",05/01/1876,,Ésser viu,Home,Arquitectura,,"Joan Freixa i Vilardaga (Vilada, 1848 - Barcelona, 1910). Mestre d'obres. Autor dels plànols d'urbanització dels terrenys de Joaquim Modolell del Puig i de Vallmajor a finals del segle XIX.",
1353,134903,01537,CARRERS,Ptge,Passatge,Frígola,Ptge de Frígola,Passatge Frígola,"Frígola i Frígola, Bonaventura",29/03/1922,,Ésser viu,Home,Música,https://ca.wikipedia.org/wiki/Bonaventura_Frígola_i_Frígola,"Bonaventura Frígola i Frígola (Castelló d'Empúries, 1829 - 1901). Compositor.",https://ca.wikipedia.org/wiki/Bonaventura_Frígola_i_Frígola
1354,134958,01538,CARRERS,Pas,Pas,Fructuós Gelabert,Pas de Fructuós Gelabert,Pas Fructuós Gelabert,"Gelabert i Badiella, Fructuós",11/02/1983,,Ésser viu,Home,Arts Audiovisuals,https://ca.wikipedia.org/wiki/Fructuós_Gelabert_i_Badiella,"Fructuós Gelabert i Badiella (Barcelona, 1874 - 1955). Director de cinema. L'any 1897 construí ell mateix una càmera cinematogràfica, la primera del país, i començà la seva tasca en el camp cinematogràfic. Se'l considera el veritable fundador del cinema català.",https://ca.wikipedia.org/wiki/Fructuós_Gelabert_i_Badiella
1371,137005,01562,PLACES,Pl,Plaça,Carles Buïgas,Pl de Carles Buïgas,Plaça Carles Buïgas,"Buïgas i Sans, Carles",24/04/1981,,Ésser viu,Home,Ciència,https://ca.wikipedia.org/wiki/Carles_Buïgas_i_Sans,"Carles Buïgas i Sans (Barcelona, 1898 - 1980). Enginyer luminotècnic. Formà part de la comissió de treballs preparatoris per a l'Exposició Universal de Barcelona del 1929. Projectà els brolladors del Palau de Pedralbes i la primitiva font lluminosa de Montjuïc: la il·luminació i les fonts monumentals de formes i colors canviants dins del recinte de l'esmentada exposició.",https://ca.wikipedia.org/wiki/Carles_Buïgas_i_Sans
1372,137209,01563,CARRERS,C,Carrer,Fulton,C de Fulton,Carrer Fulton,"Fulton, Robert",05/09/1907,,Ésser viu,Home,Ciència,https://ca.wikipedia.org/wiki/Robert_Fulton,"Robert Fulton (Little Britain, 1765 - Nova York, 1815). Enginyer i inventor. Treballà a Anglaterra i França, on proposà el projecte d'un submarí amb torpedes autopropulsats. El 1798 construí el primer submergible d'hèlices.",https://ca.wikipedia.org/wiki/Robert_Fulton
1374,137402,01565,PLACES,Pl,Plaça,Doctor Andreu,Pl del Doctor Andreu,Plaça Doctor Andreu,"Andreu i Grau, Salvador",27/01/1984,,Ésser viu,Home,Medicina,https://ca.wikipedia.org/wiki/Salvador_Andreu_i_Grau,"Salvador Andreu i Grau (Barcelona, 1841 - 1928). Doctor en farmàcia i pioner de la indústria farmacèutica a la península. La seva pasta pectoral fou un dels primers específics preparats al nostre país. Urbanitzador de l'indret.",https://ca.wikipedia.org/wiki/Salvador_Andreu_i_Grau
1375,137504,01569,CARRERS,C,Carrer,Funoses Llussà,C de Funoses Llussà,Carrer Funoses Llussà,"Funosas i Llussà, Francesca",,Abans de 1909,Ésser viu,Dona,Propietat,,"Francesca Funosas i Llussà. Muller d'Eugeni Duran Borrell, propietari dels terrenys de l'heretat Casa Móra, que foren propietat de Marià Borrell i Miralpeix, avi de l'esmentat Eugeni i la persona que donà nom al lloc conegut com a barri Borrell.",
1378,137901,01572,CARRERS,Ptge,Passatge,Gabarnet,Ptge de Gabarnet,Passatge Gabarnet,"Gabarnet i Rosés, Artur",19/07/1927,,Ésser viu,Home,Propietat,,"Artur Gabarnet i Rosés (Barcelona, 1889 - 1970). Propietari. Comprà els terrenys a Miquel Valls i Freixas el 1921. En foren hereus els seus fills Artur i Dolors Gabarnet i Vives.",
1379,138008,01573,CARRERS,Ptge,Passatge,Guillem Abiell,Ptge de Guillem Abiell,Passatge Guillem Abiell,"Abiell, Guillem",01/03/1987,,Ésser viu,Home,Arquitectura,https://ca.wikipedia.org/wiki/Guillem_Abiell,"Guillem Abiell (Barcelona, ? - Palerm, 1420). Mestre d'obres. L'any 1407 contractà l'obra del claustre de l'Hospital de la Santa Creu i el 1415 era mestre major de l'església de Santa Maria del Pi. Intervingué també en l'església de Sant Jaume.",https://ca.wikipedia.org/wiki/Guillem_Abiell
1380,138052,01574,PLACES,Pl,Plaça,Gabriel Alomar,Pl de Gabriel Alomar,Plaça Gabriel Alomar,"Alomar i Vilallonga, Gabriel",27/01/1984,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Gabriel_Alomar_i_Vilallonga,"Gabriel Alomar i Vilallonga (Palma de Mallorca, 1873 - el Caire, 1941). Assagista, poeta modernista i polític. Ambaixador de la República espanyola a Itàlia del 1932 al 1934 i a Egipte des del 1937. Com a escriptor féu servir el pseudònim de Biel de la Mel.",https://ca.wikipedia.org/wiki/Gabriel_Alomar_i_Vilallonga
1381,138100,01575,CARRERS,C,Carrer,Gabriel y Galán,C de Gabriel y Galán,Carrer Gabriel y Galán,"Gabriel y Galán, José María",29/03/1922,,Ésser viu,Home,Poesia,https://ca.wikipedia.org/wiki/José_María_Gabriel_y_Galán,"José Mª Gabriel y Galán (Frades de la Sierra, 1870 - Guijo de Granadilla, 1905). Poeta. Joan Maragall el considerava un dels presumptes clàssics espanyols del segle XX.",https://ca.wikipedia.org/wiki/José_María_Gabriel_y_Galán
1382,138201,01576,CARRERS,C,Carrer,Gabriel Miró,C de Gabriel Miró,Carrer Gabriel Miró,"Miró i Ferrer, Gabriel",07/07/1942,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Gabriel_Miró_i_Ferrer,"Gabriel Miró i Ferrer (Alacant, 1879 - Madrid, 1930). Escriptor i periodista.",https://ca.wikipedia.org/wiki/Gabriel_Miró_i_Ferrer
1384,138405,01579,PLACES,Pl,Plaça,Gal·la Placídia,Pl de Gal·la Placídia,Plaça Gal·la Placídia,Gal·la Placídia,20/08/1940,,Ésser viu,Dona,Monarquia,https://ca.wikipedia.org/wiki/Gal·la_Placídia,"Gal·la Placídia (?, segle IV - Roma, 450). Emperadriu romana. Filla de Teodosi el Gran i muller del rei visigot Ataülf, el qual establí la cort a Barcelona. En enviduar, es casà amb Constanci, un patrici que fou emperador el 421.",https://ca.wikipedia.org/wiki/Gal·la_Placídia
1385,138507,01580,CARRERS,C,Carrer,Galba,C de Galba,Carrer Galba,Galba,27/07/1960,,Ésser viu,Home,Escultura,https://ca.wikipedia.org/wiki/Galba,Galba (segle XV). Escultor imaginaire.,https://ca.wikipedia.org/wiki/Galba
1386,138609,01581,CARRERS,C,Carrer,Galceran Marquet,C de Galceran Marquet,Carrer Galceran Marquet,"Marquet, Galceran",,Abans de 1900,Ésser viu,Home,Militar,https://ca.wikipedia.org/wiki/Galceran_Marquet,Galceran Marquet (1366 - 1410). Vicealmirall de Catalunya.,https://ca.wikipedia.org/wiki/Galceran_Marquet
1388,138802,01585,CARRERS,C,Carrer,Galileu,C de Galileu,Carrer Galileu,"Galilei, Galileo",05/09/1907,,Ésser viu,Home,Ciència,https://ca.wikipedia.org/wiki/Galileo_Galilei,"Galileo Galilei (Pisa, 1564 - Arcetri, 1642). Físic i astrònom. Defensor del sistema heliocèntric i inventor de la balança hidrostàtica. Descobrí els cràters lunars, les fases de Venus i els satèl·lits de Júpiter.",https://ca.wikipedia.org/wiki/Galileo_Galilei
1389,139000,01586,CARRERS,C,Carrer,Galtés,C de Galtés,Carrer Galtés,"Galtés i Llibre, Pius",,,Ésser viu,Home,Propietat,,"Segons un document municipal, es tracta d'un propietari, però no se'n pot donar una referència concreta. Per aquest motiu, en el nomenclàtor de l'any 1980, es dedicà a Pius Galtés i Llibre (Barcelona, 1844 - Sabadell, 1911). Naturalista i escolapi.",
1392,139500,01591,CARRERS,C,Carrer,Bonaventura Roig,C de Bonaventura Roig,Carrer Bonaventura Roig,"Roig i Queralt, Bonaventura",11/07/2008,,Ésser viu,Home,Arquitectura,,"Bonaventura Roig i Queralt (Anglesola, segona meitat del segle XIX - ?). Enginyer. Va projectar les obres del funicular del Tibidabo, que s'inaugurà el 29 d'octubre de 1901. Per desenvolupar el projecte realitzà diversos estudis preliminars i viatjà a Suïssa per veure els que hi havia instal·lats en aquell país. Fou un funicular pioner a l'Estat espanyol. Té un recorregut de 1.151 metres amb trams d'un desnivell de prop del 27%. La carrosseria dels vagons era de fusta, subministrats pels tallers Estrada de Sarrià, i tenien una capacitat inicial de vuitanta passatgers. Actualment, la capacitat n'és d'uns dos-cents vint-i-set i el temps de recorregut és de sis minuts.",
1398,140000,01597,CARRERS,Ptge,Passatge,Garcia Cambra,Ptge de Garcia Cambra,Passatge Garcia Cambra,"García Cambra, Mariano",,,Ésser viu,Home,Militar,,"Mariano García Cambra. Director, l'any 1930, de la Cooperativa Militar per a la construcció de cases barates a Barcelona.",
1399,140101,01598,CARRERS,C,Carrer,García-Mariño,C de García-Mariño,Carrer García-Mariño,"García-Mariño de la Cortina, Miquel",04/03/1889,,Ésser viu,Home,Dret,,"Miquel García-Mariño de la Cortina (Tarragona, 1850 - Barcelona, 1905). Advocat. Era actuari d'un dels jutjats de primera instància de Barcelona. Visqué en aquest carrer.",
1401,140305,01600,CARRERS,Ptge,Passatge,Garcia i Robles,Ptge de Garcia i Robles,Passatge Garcia i Robles,"Garcia i Robles, Josep",29/03/1922,,Ésser viu,Home,Música,https://ca.wikipedia.org/wiki/Josep_Garcia_i_Robles,"Josep Garcia i Robles (Olot, 1834 - Barcelona, 1910). Músic. Intervingué en la fundació de l'Orfeó Català i de l'Associació Musical de Barcelona.",https://ca.wikipedia.org/wiki/Josep_Garcia_i_Robles
1402,140407,01601,CARRERS,C,Carrer,Garcilaso,C de Garcilaso,Carrer Garcilaso,"Vega, Garcilaso de la",22/10/2007,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Garcilaso_de_la_Vega,"Garcilaso de la Vega (Toledo, 1503 - Niça, 1536). Militar, escriptor i poeta. Se'l considera el primer poeta humanista en llenguatge popular.",https://ca.wikipedia.org/wiki/Garcilaso_de_la_Vega
